video_id,channel_id,title,thumbnail_url_default,thumbnail_url_medium,tags,default_language,duration,upload_time,views,subscriber_count,channel_views,video_count,created_channel_at
rVifZxxcsNs,UCldNm3iiTQ9w6q6InHHz26Q,BEAUTIFUL CHRISTMAS MUSIC 2025 🎁🎶 Top Christmas Songs of All Time for Relaxation 🎶 Fireplace 4k🔥,https://i.ytimg.com/vi/rVifZxxcsNs/default.jpg,https://i.ytimg.com/vi/rVifZxxcsNs/mqdefault.jpg,"Christmas, Christmas Ambience, Fire Sounds, Fireplace, 4k fireplace, ASMR, Asmr sounds, Fireplace burning, Relaxing music, asmr for sleep, christmas background music, christmas fireplace, christmas music, christmas songs, fireplace 4k, fireplace ambience, fireplace christmas, instrumental christmas music, jazz relaxing music, relaxing christmas music, relaxing music sleep, sleep music, visual asmr, relaxing music, Relaxation, Study, New year 2025, Happy new year",en-US,PT3H10M56S,2024-12-30T23:31:18Z,1059421,15900,4664009,84,2021-09-11T17:38:14.523347Z
grQl_OaN2BQ,UCZR3-lM6Z-n5_UGHlwx_Rpw,Christmas Porch Ambience 🎄 Relaxing Christmas Jazz Music with Snowfall & Crackling Fireplace to Work,https://i.ytimg.com/vi/grQl_OaN2BQ/default_live.jpg,https://i.ytimg.com/vi/grQl_OaN2BQ/mqdefault_live.jpg,"christmas ambience, christmas jazz, jazz, jazz music, relaxing jazz, snowfall, snowfall jazz, jazz snowfall, crackling fireplace, fireplace jazz, cozy christmas, cozy christmas ambience, christmas porch, christmas porch ambience, cozy christmas porch ambience, porch ambience, cozy porch ambience, relaxing jazz music, jazz relaxing music, christmas jazz music, relaxing christmas jazz, relaxing christmas jazz music, cozy christmas jazz, cozy ambience, jazz ambience",en,P0D,2023-11-27T09:50:09Z,2953554,201000,68985701,258,2023-05-05T03:50:38.113607Z
n2z9G6pMJn0,UCIBMl8hELWupwafa2cDIHkw,Fireplace Christmas Jazz in a Cozy Christmas Cabin Ambience ❄️ Gentle Snowfall for Relaxing & Sleep,https://i.ytimg.com/vi/n2z9G6pMJn0/default.jpg,https://i.ytimg.com/vi/n2z9G6pMJn0/mqdefault.jpg,"fireplace christmas jazz, cozy christmas cabin ambience, relaxing christmas ambience, christmas jazz music, winter cabin fireplace, holiday sleep music, christmas stress relief, peaceful christmas ambience, cozy winter jazz, fireplace crackle christmas, snowfall ambience sleep, calm christmas night, winter relaxation ambience, christmas reading music, holiday background jazz, deep sleep christmas ambience, relaxing winter sounds, cozy cabin christmas jazz, velvet jazz notes",en,PT6H26M53S,2025-11-30T20:49:47Z,57107,20200,11698455,157,2011-04-26T07:39:52Z
7Y2ukAKifRg,UCGECsqDpDd58G161CBL9xFQ,Winter Cafe Vibes ~ Soft Piano Jazz for Deep Focus & Cozy Reading Ambience,https://i.ytimg.com/vi/7Y2ukAKifRg/default.jpg,https://i.ytimg.com/vi/7Y2ukAKifRg/mqdefault.jpg,"winter ambiance, winter cafe vibes, soft piano jazz, deep focus jazz, cozy reading, relaxation music, lounge music, study jazz playlist, background music, instrumental jazz, peaceful jazz, chill jazz, snowy village, work from home, focus music, stress relief, winter music, cafe jazz, reading music, study music, cozy winter ambiance, winter evening jazz, gentle jazz, slow jazz, concentration music, relaxing piano, quiet jazz, atmospheric jazz, serene jazz",en-US,PT1H17S,2025-11-24T09:31:16Z,223897,1390,333734,58,2017-04-10T15:54:14Z
OO2kPK5-qno,UCFHHuuy5uE3S-wJaWoY10mQ,Make you feel positive and peaceful 🍀 Lofi Coffee ☕ ~ Lofi Hip Hop - Lofi Music [ Study/ Relax ],https://i.ytimg.com/vi/OO2kPK5-qno/default.jpg,https://i.ytimg.com/vi/OO2kPK5-qno/mqdefault.jpg,"lofi, lofi music, lofi mix, lofi hip hop, study lofi, study music, music, lofi chill, chill, lofi vibes, lofi songs, relaxing, chill music, playlist, sleeping music, sleep, relax, coffee, radio, study, coffee beats, chillhop, mellow, mix, lofi radio, lofi sleep, background music, playlist chill, playlist music, summer music, summer, deep house mix, relaxing sleep music, coffee shop music, heal the soul, coffee shop, Lofi Coffee, Make you feel positive and peaceful",en,P1DT38M38S,2024-05-18T12:00:23Z,10008833,81600,38457011,221,2023-09-11T08:09:11.003664Z
HuFYqnbVbzY,UCSJ4gkVC6NrvII8umztf0Ow,jazz lofi radio 🎷 beats to chill/study to,https://i.ytimg.com/vi/HuFYqnbVbzY/default_live.jpg,https://i.ytimg.com/vi/HuFYqnbVbzY/mqdefault_live.jpg,"chilledcow, chilled cow, lofi, lofi hiphop, lofi hip hop, lo-fi hiphop, lo fi hip-hop, lofigirl, lofi girl, relaxing beats, beats, chill beats, jazz, jazzy, chill jazz, lofi girl jazz, study jazz, jazz to study, classic jazz, jazz radio, relaxing jazz, coffee jazz, jazz music",en,P0D,2024-11-11T16:03:26Z,15752013,15600000,2470785032,313,2015-03-18T15:36:55Z
BYTxPFj44uo,UCiC2wfbkgr8DU5uOQFz9OrQ,Why the rush? - lo-fi beats for work/study / cat jazz,https://i.ytimg.com/vi/BYTxPFj44uo/default.jpg,https://i.ytimg.com/vi/BYTxPFj44uo/mqdefault.jpg,"lofi, hiphop, chill, beats, playlist, chillhop, relaxingmusic, studybeats, instrumentalmusic, jazzhop, nostalgicvibes, cozybeats, smoothvibes, urbanbeats, soulfulsounds, melancholicmelodies, lofibeats, ambienthiphop, calmingtracks, beatstrumentals, mellowgrooves, vintagevibes, chillvibes, Ghibli, nujabes, common, Jdilla, jdilla instrumental, jazz hiphop, Chill Music",en,PT3H31M19S,2025-04-13T10:40:54Z,2415607,232000,42278186,565,2024-05-21T15:22:40.406155Z
FH0PSm1H4HQ,UCjGfgWqQdf8PA8Iw79efCww,【途中広告なし】【スタバ bgm】カフェのクリスマスの雰囲気 - 12月のスターバックスのベストクリスマスソング- 冬の朝のジャズは疲れを癒し、心をリラックスさせる - 仕事や勉強に集中する。,https://i.ytimg.com/vi/FH0PSm1H4HQ/default_live.jpg,https://i.ytimg.com/vi/FH0PSm1H4HQ/mqdefault_live.jpg,"スターバックスの曲を聴き作業用bgm, BGM, スタバBGM, カフェBGM, スタバBGM 日本, スタバ, カフェミュージック, ジャズ, 新作スタバ, 勉強BGM, 仕事カフェ用BGM, 仕事用ジャズミュージック, 仕事用カフェコーヒー, リラックスBGM, カフェ朝bgm, スターバックスミュージック, 日本スターバックスbgm, 春のBGM, 朝bgm, 作業用bgm, カフェ作業用bgm, リラックスbgm, 勉強集中bgm, bgmフォーカス, bgm ジャズ, 作業用bgm ジャズ, カフェ 作業用, スタバの音楽, スタバ新作, 作業用bgmジャズ, スタバ 音楽, bgm カフェ, bgm クラシック, bgm 作業用 ピアノ, starbucks coffee music, jazz music, 音楽, coffee, 睡眠用bgm, bgm 勉強 集中, クリスマスジャズ, クリスマスソング, クリスマス音楽, ジャズクリスマス, スターバックスクリスマス, クリスマスのメロディー, starbucks, クリスマス, starbuck music bgm",ja,P0D,2025-11-03T10:42:33Z,142220,11400,2865996,123,2024-03-29T17:15:02.916808Z
AMcVJmb5mvk,UCkK2B6D3imy6EnpqfrYm-5A,𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 90s Japanese Lofi Hiphop ☕️Nostalgic Chill Vibes,https://i.ytimg.com/vi/AMcVJmb5mvk/default.jpg,https://i.ytimg.com/vi/AMcVJmb5mvk/mqdefault.jpg,"chill music, japanese chill music, lofi hiphop strem, japanese lofi music, lofi hiphop playlist, japanese playlist, 80s lofi songs, lofi song, music for focus, lofi tokyo",en,PT3H2M18S,2025-04-09T13:15:01Z,1859284,97100,26900127,255,2024-05-24T04:21:50.165934Z
Y2ErodREq5M,UCXr7988rcBc6zgtJTvEffiA,"Gentle New Year Jazz In Warm Coffee Shop | Cozy Jazz & Fireplace For Happy Mood, Happy New Year",https://i.ytimg.com/vi/Y2ErodREq5M/default_live.jpg,https://i.ytimg.com/vi/Y2ErodREq5M/mqdefault_live.jpg,"Relax, Cozy Jazz, Winter Jazz, Peaceful Christmas With Jazz | Smooth Piano Jazz Of Top Christmas Song With Crackle Fireplace, Christmas Jazz, Smooth Piano Jazz",en,P0D,2025-11-21T10:14:25Z,59480,22300,4061902,85,2025-02-05T07:43:52.829504Z
sSmFBQIyXyE,UC44lYkbvNV89fK-ejMA4sAw,"Cozy Coffee Shop on a Rainy Day 🍂 Soft Jazz for Relaxation, Study, Work & Calm Nights #8",https://i.ytimg.com/vi/sSmFBQIyXyE/default.jpg,https://i.ytimg.com/vi/sSmFBQIyXyE/mqdefault.jpg,"relaxing jazz, jazz music, smooth jazz, jazz piano, soft jazz, jazz instrumental, coffee shop ambience, cafe ambience, coffee shop jazz, cafe jazz, cozy ambience, cozy coffee shop, london cafe jazz, rain sounds, rainy jazz, jazz and rain, autumn jazz, fall jazz, autumn ambience, rainy autumn day, work jazz, study jazz, focus music, relax jazz, piano jazz, jazz",en,PT3H14M1S,2025-10-18T04:00:30Z,602639,8280,1988115,92,2025-09-26T14:05:52.416814Z
KjQZ31ghl_M,UCqWvouT4yc3ELM2Qq9Tv1RQ,Cozy Jazz at a Quiet Winter Night Cafe ☕ Gentle Jazz Instrumental for a Relaxing Mood ~ Winter Jazz,https://i.ytimg.com/vi/KjQZ31ghl_M/default.jpg,https://i.ytimg.com/vi/KjQZ31ghl_M/mqdefault.jpg,"jazz for relax, relaxing jazz music, jazz piano music, jazz instrumental music, cafe music, coffee shop music, jazz, best of jazz, relaxing jazz, jazz music, piano jazz, jazz instrumental, jazz relaxing music, smooth jazz, coffee relaxing jazz, relaxing jazz instrumental, instrumental music, smooth jazz music, elegant jazz, sweet jazz, happy jazz, positive jazz, coffee jazz, cozy jazz, quiet winter night cafe, gentle jazz instrumental, relaxing mood, winter jazz",en,PT11H54M56S,2024-12-12T03:59:56Z,2117971,44200,18177001,220,2022-12-15T07:11:51.651737Z
4UtIGfJ1W9s,UCdTSgFVfKZAQivSEX6Z52vA,“You Stole John Wick’s Car... and Killed His Dog” (Full Scene) | John Wick,https://i.ytimg.com/vi/4UtIGfJ1W9s/default.jpg,https://i.ytimg.com/vi/4UtIGfJ1W9s/mqdefault.jpg,"movie clips, clips, movies, HD clips, film clip, film scenes, action scenes, fight scene, john wick fights, john wick scene, john wick edit, john wick fight, john wick clip, john wick fight scene, john wick movies, john wick cuts, john and Iosef scene, Iosef Trasov, keanu reeves, keanu reeves scene, keanu reeves fan, 4K, UHD, UltraHD, HighDefinition, 4KVideo, 4KFootage, 4KClips, 4KContent, 4KExperience, good fortune new movie, keanu reeves good fortune, keanu reeves new movie",en,PT10M1S,2025-11-02T20:00:08Z,8765800,195000,200415911,1080,2023-10-02T16:20:41.897692Z
HF67uRuxxAQ,UC9RjpXPy3WQ0raDhzU5mLeQ,[December Jazz] ☕❄️ Happy Coffee Music and Smooth Bossa Nova Piano for Good Moods,https://i.ytimg.com/vi/HF67uRuxxAQ/default.jpg,https://i.ytimg.com/vi/HF67uRuxxAQ/mqdefault.jpg,"december jazz, december coffee jazz, smooth bossa nova piano, happy coffee music, winter jazz music, cozy december cafe music, relaxing jazz for study, jazz music for work, soft winter jazz, winter coffee shop ambience, good mood jazz, chill bossa nova jazz, background jazz music, smooth cafe jazz playlist, calm winter jazz, december morning jazz, soft bossa nova for focus, cozy jazzy vibes, relaxing cafe ambience, winter smooth jazz mix, cafe jazz",en,PT3H30M55S,2025-11-30T08:30:29Z,135668,3910,2165229,101,2025-07-01T14:53:21.128189Z
y8JsePh2kjs,UCbsHYIZwk9pZIMp53ciDjOw,Playlist | 로맨틱한 크리스마스 분위기 내고 싶을 때❣️with Jazz | 겨울에 듣기 좋은 편안한 크리스마스 재즈 캐롤🎄🤍 | Warm & Cozy Jazz music,https://i.ytimg.com/vi/y8JsePh2kjs/default.jpg,https://i.ytimg.com/vi/y8JsePh2kjs/mqdefault.jpg,"#Jazz, 기분째즈네, 기분재즈네, 재즈네, moodisjazz, 재즈피아노, 재즈란무엇인가, 재즈음악, 재즈가뭐라고생각하십니까, 재즈플레이리스트, JAZZNE, 음악, 재즈",ko,PT2H23M36S,2024-12-07T23:50:00Z,3948476,354000,106484752,224,2022-06-26T13:46:31.170279Z
jfKfPfyJRdk,UCSJ4gkVC6NrvII8umztf0Ow,lofi hip hop radio 📚 beats to relax/study to,https://i.ytimg.com/vi/jfKfPfyJRdk/default_live.jpg,https://i.ytimg.com/vi/jfKfPfyJRdk/mqdefault_live.jpg,"lo-fi, lo fi, lofi, lofi hiphop, lo-fi hiphop, lo fi hiphop, hiphop, hip hop, lofi hip hop, lo-fi hip hop, lo fi hip hop, lofi radio, lo-fi radio, lo fi radio, lofi hip hop radio, lo-fi hip hop radio, lo fi hip hop radio, chilledcow, chilled cow, chilledcow radio, chilled cow radio, chilledcow station, lofi radio chilledcow, chillhop, study music, lofi hip hop radio - beats to relax\/study to, beats to relax, music to study, radio, relaxing music, playlist, music",en,P0D,2022-07-12T12:12:29Z,611534442,15600000,2470785032,313,2015-03-18T15:36:55Z
kzY3A75FwDI,UCeVBnXsh1quagEogYlGCwyA,"Warm Winter Coffee Shop ❄️ Soft Piano Jazz Music & Fireplace Ambience for Study, Work & Relax",https://i.ytimg.com/vi/kzY3A75FwDI/default.jpg,https://i.ytimg.com/vi/kzY3A75FwDI/mqdefault.jpg,"cozy jazz cafe, coffee shop rain ambience, rainy jazz, autumn jazz music, relaxing rainy day jazz, soft piano jazz, study cafe ambience, relaxing coffee jazz, warm cozy jazz, smooth rainy jazz, cozy coffee shop jazz, rainy day jazz music, study jazz background, peaceful jazz piano, rainy day coffee music, relaxing piano jazz, rain sounds with jazz, jazz for studying and rain, background jazz music, winter fireplace ambience, winter ambience music, cozy winter ambience",en-US,PT3H45M30S,2025-11-23T11:00:19Z,133003,6970,2644718,100,2025-10-07T21:01:02.393013Z
qVU9VKJrCKY,UCbsHYIZwk9pZIMp53ciDjOw,Playlist | 해피 재즈 크리스마스🎄 | 듣자마자 기분 좋아지는 경쾌한 템포 캐롤 재즈 ❣️ | Happy & Joyful Christmas Jazz music,https://i.ytimg.com/vi/qVU9VKJrCKY/default_live.jpg,https://i.ytimg.com/vi/qVU9VKJrCKY/mqdefault_live.jpg,,ko,P0D,2025-10-31T09:14:46Z,573742,354000,106484752,224,2022-06-26T13:46:31.170279Z
fphiYlSlg_g,UCIBMl8hELWupwafa2cDIHkw,Soft Christmas Jazz Music 🎅 Cozy Porch Ambience with Fireplace Crackles & Falling Snow for Unwind,https://i.ytimg.com/vi/fphiYlSlg_g/default_live.jpg,https://i.ytimg.com/vi/fphiYlSlg_g/mqdefault_live.jpg,"soft christmas jazz music, cozy christmas ambience, fireplace crackle sounds, christmas jazz music, winter porch ambience, relaxing holiday jazz, fireplace jazz music, holiday relaxation music, smooth jazz christmas, cozy fireplace ambience, christmas night ambience, relaxing winter music, snowy cabin ambience, cozy christmas porch, christmas jazz playlist, cozy christmas vibes, winter night jazz, fireplace and snow ambience, christmas relaxation sounds, velvet jazz notes",en,P0D,2025-11-02T16:45:44Z,473708,20200,11698455,157,2011-04-26T07:39:52Z
2wYtJwDkKIk,UCwtHGEAtOm9Jdd1JwvS67gA,🔥 The Best Burning Fireplace: Cozy Crackling Logs and Soothing Glow for Sleep and Relaxation 4K UHD,https://i.ytimg.com/vi/2wYtJwDkKIk/default.jpg,https://i.ytimg.com/vi/2wYtJwDkKIk/mqdefault.jpg,"fireplace 10 hours, fireplace sounds, virtual fireplace, 4k fireplace, christmas fireplace, christmas fire, fireplace christmas, fireplace crackling, fireplace 2160p, fireplace screen, fireplace screen saver, fireplace, fireplace hd 1080p, fireplace on tv, fireplace romantic, fire, logs, burning logs, crackling logs, fireplace burning, fireplace 4K, cozy fireplace, fireplace video, fireplaces, fireplace screensaver, 10 hours video, fireplace video hd, fireplace virtual, камин",en,PT3H6S,2024-11-25T06:02:57Z,15452870,204000,172292649,532,2017-05-01T09:06:53Z
qiH74Z5-dO0,UCiC2wfbkgr8DU5uOQFz9OrQ,"I will persist until success.  / Jazzy Lo-fi Beats for Study, Focus",https://i.ytimg.com/vi/qiH74Z5-dO0/default.jpg,https://i.ytimg.com/vi/qiH74Z5-dO0/mqdefault.jpg,"lofi, hiphop, chill, beats, playlist, chillhop, relaxingmusic, studybeats, instrumentalmusic, jazzhop, nostalgicvibes, cozybeats, smoothvibes, urbanbeats, soulfulsounds, melancholicmelodies, lofibeats, ambienthiphop, calmingtracks, beatstrumentals, mellowgrooves, vintagevibes, chillvibes, Ghibli, nujabes, common, Jdilla, jdilla instrumental, jazz hiphop, Chill Music",en,PT3H7M38S,2025-06-21T10:30:45Z,1645621,232000,42278186,565,2024-05-21T15:22:40.406155Z
Ale1MhJPjI4,UCrU-KP9aAjU7q0vL9FPeQEw,Top 100 Christmas Songs of All Time 🎅 Classic Christmas Music with Fireplace 🎅 Merry Christmas 2026,https://i.ytimg.com/vi/Ale1MhJPjI4/default.jpg,https://i.ytimg.com/vi/Ale1MhJPjI4/mqdefault.jpg,"fireplace christmas music, christmas songs, christmas music, christmas songs playlist, christmas fireplace, christmas music fireplace, frank sinatra christmas songs, fireplace, christmas, christmas music playlist, yule log christmas music, old christmas songs, michael buble christmas, frank sinatra christmas, christmas song, top 100 christmas songs, christmas carols, relaxing music, classic christmas, christmas oldies, Frank Sinatra, Bing Crosby, Nat King Cole, Dean Martin.",en,PT1H45M28S,2025-12-07T17:00:25Z,244183,9470,7751193,20,2025-10-30T04:19:54.227366Z
0Bp7X-lqU6A,UCZR3-lM6Z-n5_UGHlwx_Rpw,Smooth Christmas Jazz Music for Relaxing 🎄 Christmas Coffee Shop Ambience ~ Warm Piano Jazz Music,https://i.ytimg.com/vi/0Bp7X-lqU6A/default.jpg,https://i.ytimg.com/vi/0Bp7X-lqU6A/mqdefault.jpg,"jazz, jazz music, christmas jazz, smooth jazz, relaxing jazz, warm jazz, piano jazz, jazz piano, coffee shop music, coffee shop ambience, coffee shop jazz, jazz coffee shop music, christmas coffee shop, christmas coffee shop ambience, christmas jazz music, smooth jazz music, relaxing jazz music, jazz relaxing music, warm jazz music, piano jazz music, smooth christmas jazz, relaxing christmas jazz, warm christmas jazz, warm piano jazz, christmas ambience, relax jazz cafe",en,PT11H54M58S,2025-12-23T04:03:47Z,123536,201000,68985701,258,2023-05-05T03:50:38.113607Z
KPq93KzP1aY,UCJuMbdKSMThk2RpALASyXVQ,Calm Cafe Christmas Jazz Radio 🎄☕️🦉 ~ Instrumental Christmas Jazz,https://i.ytimg.com/vi/KPq93KzP1aY/default_live.jpg,https://i.ytimg.com/vi/KPq93KzP1aY/mqdefault_live.jpg,"Calm Cafe Christmas, Christmas Coffee Shop Jazz, Calmed by Nature Christmas, Calm by Nature Jazz, Calm Cafe Jazz Ambience, Coffee Shop, Cozy Christmas Coffee Shop, Christmas Coffee Shop, Calm Christmas Jazz, Relaxing Christmas Jazz",en-US,P0D,2025-11-09T05:49:42Z,284099,754000,182654308,150,2017-01-02T04:17:22Z
